# Residuals   
# Time        	Ux            	Uz            	p             	k             	omega         
1291          	4.004067e-07	7.418298e-07	6.919498e-07	1.265931e-06	6.933720e-09
1292          	3.978585e-07	7.374195e-07	6.878347e-07	1.257139e-06	6.886662e-09
1293          	3.953289e-07	7.330364e-07	6.837328e-07	1.248413e-06	6.839954e-09
1294          	3.928178e-07	7.286796e-07	6.796455e-07	1.239753e-06	6.793586e-09
1295          	3.903250e-07	7.243486e-07	6.755750e-07	1.231160e-06	6.747518e-09
1296          	3.878503e-07	7.200441e-07	6.715217e-07	1.222632e-06	6.701796e-09
1297          	3.853934e-07	7.157760e-07	6.674906e-07	1.214168e-06	6.656408e-09
1298          	3.829541e-07	7.115223e-07	6.634610e-07	1.205770e-06	6.611373e-09
1299          	3.805333e-07	7.072936e-07	6.594601e-07	1.197435e-06	6.566679e-09
1300          	3.781294e-07	7.030918e-07	6.554871e-07	1.189164e-06	6.522324e-09
1301          	3.757427e-07	6.989152e-07	6.515358e-07	1.180955e-06	6.478301e-09
1302          	3.733732e-07	6.947629e-07	6.476117e-07	1.172809e-06	6.434604e-09
1303          	3.710207e-07	6.906345e-07	6.437112e-07	1.164726e-06	6.391224e-09
1304          	3.686850e-07	6.865303e-07	6.398326e-07	1.156704e-06	6.348159e-09
1305          	3.663660e-07	6.824513e-07	6.359764e-07	1.148743e-06	6.305408e-09
1306          	3.640625e-07	6.783961e-07	6.321416e-07	1.140842e-06	6.262968e-09
1307          	3.617777e-07	6.743664e-07	6.283303e-07	1.133002e-06	6.220833e-09
1308          	3.595078e-07	6.703600e-07	6.245430e-07	1.125221e-06	6.179008e-09
1309          	3.572540e-07	6.663783e-07	6.207777e-07	1.117500e-06	6.137488e-09
1310          	3.550164e-07	6.624214e-07	6.170402e-07	1.109837e-06	6.096262e-09
1311          	3.527946e-07	6.584893e-07	6.133240e-07	1.102232e-06	6.055340e-09
1312          	3.505886e-07	6.545804e-07	6.096287e-07	1.094685e-06	6.014713e-09
1313          	3.483981e-07	6.506950e-07	6.059557e-07	1.087195e-06	5.974380e-09
1314          	3.462231e-07	6.468333e-07	6.023059e-07	1.079762e-06	5.934339e-09
1315          	3.440635e-07	6.429958e-07	5.986791e-07	1.072385e-06	5.894588e-09
1316          	3.419190e-07	6.391810e-07	5.950668e-07	1.065063e-06	5.855128e-09
1317          	3.397898e-07	6.353906e-07	5.914854e-07	1.057797e-06	5.815956e-09
1318          	3.376753e-07	6.316215e-07	5.879332e-07	1.050586e-06	5.777060e-09
1319          	3.355757e-07	6.278768e-07	5.844007e-07	1.043429e-06	5.738450e-09
1320          	3.334907e-07	6.241540e-07	5.808880e-07	1.036326e-06	5.700117e-09
1321          	3.314203e-07	6.204541e-07	5.773974e-07	1.029276e-06	5.662063e-09
1322          	3.293644e-07	6.167768e-07	5.739299e-07	1.022279e-06	5.624286e-09
1323          	3.273227e-07	6.131220e-07	5.704853e-07	1.015334e-06	5.586776e-09
1324          	3.252953e-07	6.094904e-07	5.670631e-07	1.008442e-06	5.549540e-09
1325          	3.232820e-07	6.058818e-07	5.636594e-07	1.001601e-06	5.512571e-09
1326          	3.212826e-07	6.022957e-07	5.602746e-07	9.948112e-07	5.475868e-09
1327          	3.192971e-07	5.987326e-07	5.569117e-07	9.880723e-07	5.439431e-09
1328          	3.173254e-07	5.951923e-07	5.535709e-07	9.813836e-07	5.403258e-09
1329          	3.153674e-07	5.916746e-07	5.502533e-07	9.747449e-07	5.367344e-09
1330          	3.134229e-07	5.881789e-07	5.469579e-07	9.681557e-07	5.331689e-09
1331          	3.114918e-07	5.847051e-07	5.436847e-07	9.616155e-07	5.296291e-09
1332          	3.095742e-07	5.812533e-07	5.404337e-07	9.551239e-07	5.261148e-09
1333          	3.076697e-07	5.778231e-07	5.372046e-07	9.486806e-07	5.226256e-09
1334          	3.057784e-07	5.744148e-07	5.339981e-07	9.422852e-07	5.191616e-09
1335          	3.039001e-07	5.710277e-07	5.308133e-07	9.359371e-07	5.157227e-09
1336          	3.020348e-07	5.676616e-07	5.276503e-07	9.296362e-07	5.123085e-09
1337          	3.001823e-07	5.643167e-07	5.245088e-07	9.233819e-07	5.089187e-09
1338          	2.983425e-07	5.609930e-07	5.213887e-07	9.171738e-07	5.055534e-09
1339          	2.965150e-07	5.576891e-07	5.182897e-07	9.110117e-07	5.022118e-09
1340          	2.947006e-07	5.544072e-07	5.152112e-07	9.048951e-07	4.988902e-09
1341          	2.928983e-07	5.511452e-07	5.121516e-07	8.988237e-07	4.955910e-09
1342          	2.911084e-07	5.479028e-07	5.091161e-07	8.927972e-07	4.923171e-09
1343          	2.893309e-07	5.446810e-07	5.061057e-07	8.868151e-07	4.890687e-09
1344          	2.875648e-07	5.414782e-07	5.031141e-07	8.808773e-07	4.858440e-09
1345          	2.858114e-07	5.382967e-07	5.001369e-07	8.749833e-07	4.826429e-09
1346          	2.840697e-07	5.351346e-07	4.971817e-07	8.691328e-07	4.794628e-09
1347          	2.823462e-07	5.323024e-07	4.945093e-07	8.633256e-07	4.763269e-09
1348          	2.806250e-07	5.291196e-07	4.934601e-07	8.575611e-07	4.731814e-09
1349          	2.789233e-07	5.259077e-07	4.908559e-07	8.518391e-07	4.700683e-09
1350          	2.772265e-07	5.228231e-07	4.877008e-07	8.461591e-07	4.669801e-09
1351          	2.755428e-07	5.197580e-07	4.844373e-07	8.405210e-07	4.639155e-09
1352          	2.738718e-07	5.166764e-07	4.813108e-07	8.349242e-07	4.608729e-09
1353          	2.722110e-07	5.136354e-07	4.781796e-07	8.293684e-07	4.578515e-09
1354          	2.705623e-07	5.106389e-07	4.750221e-07	8.238535e-07	4.548524e-09
1355          	2.689241e-07	5.076603e-07	4.719901e-07	8.183790e-07	4.518741e-09
1356          	2.672966e-07	5.046956e-07	4.692181e-07	8.129446e-07	4.489172e-09
1357          	2.656793e-07	5.017389e-07	4.665628e-07	8.075500e-07	4.459813e-09
1358          	2.640726e-07	4.987923e-07	4.638961e-07	8.021947e-07	4.430664e-09
1359          	2.624768e-07	4.958597e-07	4.611744e-07	7.968786e-07	4.401722e-09
1360          	2.608917e-07	4.929410e-07	4.583940e-07	7.916012e-07	4.372987e-09
1361          	2.593192e-07	4.900478e-07	4.555975e-07	7.863623e-07	4.344457e-09
1362          	2.577574e-07	4.871722e-07	4.528067e-07	7.811615e-07	4.316130e-09
1363          	2.562058e-07	4.843168e-07	4.500462e-07	7.759987e-07	4.288004e-09
1364          	2.546644e-07	4.814822e-07	4.473368e-07	7.708733e-07	4.260076e-09
1365          	2.531331e-07	4.786679e-07	4.446789e-07	7.657853e-07	4.232346e-09
1366          	2.516118e-07	4.758758e-07	4.420574e-07	7.607343e-07	4.204813e-09
1367          	2.501005e-07	4.731026e-07	4.394630e-07	7.557200e-07	4.177477e-09
1368          	2.485991e-07	4.703443e-07	4.368934e-07	7.507422e-07	4.150325e-09
1369          	2.471079e-07	4.676027e-07	4.343402e-07	7.458006e-07	4.123370e-09
1370          	2.456266e-07	4.648763e-07	4.318010e-07	7.408949e-07	4.096603e-09
1371          	2.441550e-07	4.621659e-07	4.292787e-07	7.360248e-07	4.070025e-09
1372          	2.426931e-07	4.594717e-07	4.267744e-07	7.311901e-07	4.043635e-09
1373          	2.412410e-07	4.567937e-07	4.242870e-07	7.263904e-07	4.017431e-09
1374          	2.397985e-07	4.541319e-07	4.218164e-07	7.216257e-07	3.991411e-09
1375          	2.383655e-07	4.514866e-07	4.193620e-07	7.168954e-07	3.965574e-09
1376          	2.369419e-07	4.488578e-07	4.169228e-07	7.121994e-07	3.939920e-09
1377          	2.355278e-07	4.462454e-07	4.144978e-07	7.075374e-07	3.914447e-09
1378          	2.341225e-07	4.436499e-07	4.120885e-07	7.029091e-07	3.889150e-09
1379          	2.327269e-07	4.410718e-07	4.096942e-07	6.983143e-07	3.864032e-09
1380          	2.313403e-07	4.385097e-07	4.073153e-07	6.937526e-07	3.839090e-09
1381          	2.299628e-07	4.359638e-07	4.049512e-07	6.892239e-07	3.814323e-09
1382          	2.285942e-07	4.334339e-07	4.026017e-07	6.847278e-07	3.789729e-09
1383          	2.272346e-07	4.309199e-07	4.002667e-07	6.802641e-07	3.765307e-09
1384          	2.258839e-07	4.284215e-07	3.979464e-07	6.758326e-07	3.741057e-09
1385          	2.245420e-07	4.259388e-07	3.956403e-07	6.714329e-07	3.716977e-09
1386          	2.232087e-07	4.234714e-07	3.933484e-07	6.671416e-07	3.693197e-09
1387          	2.218852e-07	4.210154e-07	3.908766e-07	6.629053e-07	3.669705e-09
1388          	2.205713e-07	4.185761e-07	3.884740e-07	6.587116e-07	3.646478e-09
1389          	2.192669e-07	4.161576e-07	3.863478e-07	6.545586e-07	3.623504e-09
1390          	2.179717e-07	4.137622e-07	3.845946e-07	6.504449e-07	3.600777e-09
1391          	2.166851e-07	4.113905e-07	3.832231e-07	6.463690e-07	3.578291e-09
1392          	2.154068e-07	4.090417e-07	3.823319e-07	6.423291e-07	3.556042e-09
1393          	2.141370e-07	4.067188e-07	3.817902e-07	6.383245e-07	3.534020e-09
1394          	2.128760e-07	4.044223e-07	3.815798e-07	6.343562e-07	3.512214e-09
1395          	2.116238e-07	4.021534e-07	3.816488e-07	6.304203e-07	3.490623e-09
1396          	2.103801e-07	3.999057e-07	3.818856e-07	6.265163e-07	3.469348e-09
1397          	2.091510e-07	3.978740e-07	3.827478e-07	6.226448e-07	3.448017e-09
1398          	2.079252e-07	3.955892e-07	3.824187e-07	6.188005e-07	3.427057e-09
1399          	2.067168e-07	3.934236e-07	3.841436e-07	6.149831e-07	3.406308e-09
1400          	2.054894e-07	3.912035e-07	3.856817e-07	6.111930e-07	3.385291e-09
1401          	2.043016e-07	3.892448e-07	3.852582e-07	6.074284e-07	3.365096e-09
1402          	2.031219e-07	3.871451e-07	3.874496e-07	6.036894e-07	3.344444e-09
1403          	2.019228e-07	3.849903e-07	3.884570e-07	5.999762e-07	3.324370e-09
1404          	2.007649e-07	3.828634e-07	3.888010e-07	5.962871e-07	3.304297e-09
1405          	1.995994e-07	3.808019e-07	3.890514e-07	5.926221e-07	3.284447e-09
1406          	1.984437e-07	3.787381e-07	3.894772e-07	5.889810e-07	3.264968e-09
1407          	1.973051e-07	3.768327e-07	3.905243e-07	5.853633e-07	3.245165e-09
1408          	1.961606e-07	3.746669e-07	3.899762e-07	5.817701e-07	3.225828e-09
1409          	1.950391e-07	3.727059e-07	3.913390e-07	5.781999e-07	3.206779e-09
1410          	1.939054e-07	3.705666e-07	3.925664e-07	5.746521e-07	3.187393e-09
1411          	1.928070e-07	3.687070e-07	3.916948e-07	5.711253e-07	3.168655e-09
1412          	1.917092e-07	3.665980e-07	3.917838e-07	5.676198e-07	3.149891e-09
1413          	1.906007e-07	3.644493e-07	3.932769e-07	5.641360e-07	3.131035e-09
1414          	1.895148e-07	3.623697e-07	3.938732e-07	5.606738e-07	3.112296e-09
1415          	1.884283e-07	3.603765e-07	3.937196e-07	5.572339e-07	3.093960e-09
1416          	1.873639e-07	3.583160e-07	3.936159e-07	5.538152e-07	3.075712e-09
1417          	1.863008e-07	3.562259e-07	3.938819e-07	5.504179e-07	3.057498e-09
1418          	1.852358e-07	3.544029e-07	3.944386e-07	5.470437e-07	3.039177e-09
1419          	1.841842e-07	3.522959e-07	3.933960e-07	5.436914e-07	3.021207e-09
1420          	1.831428e-07	3.503146e-07	3.944139e-07	5.403604e-07	3.003296e-09
1421          	1.820905e-07	3.482469e-07	3.938531e-07	5.370509e-07	2.985418e-09
1422          	1.810634e-07	3.462305e-07	3.937368e-07	5.337626e-07	2.967797e-09
1423          	1.800352e-07	3.441970e-07	3.935318e-07	5.304952e-07	2.950151e-09
1424          	1.790144e-07	3.421695e-07	3.932153e-07	5.272489e-07	2.932651e-09
1425          	1.779983e-07	3.401788e-07	3.929045e-07	5.240236e-07	2.915275e-09
1426          	1.769891e-07	3.381959e-07	3.924409e-07	5.208189e-07	2.897935e-09
1427          	1.759866e-07	3.362282e-07	3.920989e-07	5.176346e-07	2.880897e-09
1428          	1.749871e-07	3.342566e-07	3.931499e-07	5.144704e-07	2.863663e-09
1429          	1.739964e-07	3.322888e-07	3.932361e-07	5.113263e-07	2.846609e-09
1430          	1.730068e-07	3.303614e-07	3.927775e-07	5.082031e-07	2.829651e-09
1431          	1.720262e-07	3.284317e-07	3.920951e-07	5.050996e-07	2.812802e-09
1432          	1.710497e-07	3.265311e-07	3.913561e-07	5.020159e-07	2.795982e-09
1433          	1.700854e-07	3.249260e-07	3.906705e-07	4.989517e-07	2.779466e-09
1434          	1.691192e-07	3.229861e-07	3.914964e-07	4.959068e-07	2.762827e-09
1435          	1.681632e-07	3.210051e-07	3.910424e-07	4.928810e-07	2.746273e-09
1436          	1.672084e-07	3.191659e-07	3.900183e-07	4.898744e-07	2.729840e-09
1437          	1.662611e-07	3.173528e-07	3.889130e-07	4.868869e-07	2.713518e-09
1438          	1.653161e-07	3.154911e-07	3.878770e-07	4.839185e-07	2.697264e-09
1439          	1.643789e-07	3.136470e-07	3.867911e-07	4.809686e-07	2.681106e-09
1440          	1.634453e-07	3.118497e-07	3.856024e-07	4.780369e-07	2.665020e-09
1441          	1.625196e-07	3.100823e-07	3.844222e-07	4.751232e-07	2.649015e-09
1442          	1.615976e-07	3.083275e-07	3.834003e-07	4.722275e-07	2.633095e-09
1443          	1.606798e-07	3.065899e-07	3.825137e-07	4.693495e-07	2.617257e-09
1444          	1.597670e-07	3.048628e-07	3.816205e-07	4.664891e-07	2.601495e-09
1445          	1.588590e-07	3.031488e-07	3.806673e-07	4.636463e-07	2.585813e-09
1446          	1.579560e-07	3.014513e-07	3.796348e-07	4.608210e-07	2.570210e-09
1447          	1.570583e-07	2.997714e-07	3.785392e-07	4.580133e-07	2.554686e-09
1448          	1.561665e-07	2.981104e-07	3.773996e-07	4.552231e-07	2.539244e-09
1449          	1.552805e-07	2.964725e-07	3.762454e-07	4.524501e-07	2.523897e-09
1450          	1.543980e-07	2.948500e-07	3.751010e-07	4.496942e-07	2.508619e-09
1451          	1.535229e-07	2.932504e-07	3.739767e-07	4.469551e-07	2.493434e-09
1452          	1.526518e-07	2.916682e-07	3.728476e-07	4.442327e-07	2.478334e-09
1453          	1.517857e-07	2.901065e-07	3.717053e-07	4.415269e-07	2.463324e-09
1454          	1.509247e-07	2.885634e-07	3.705477e-07	4.388376e-07	2.448400e-09
1455          	1.500689e-07	2.870365e-07	3.693741e-07	4.361647e-07	2.433565e-09
1456          	1.492185e-07	2.855264e-07	3.681881e-07	4.335081e-07	2.418820e-09
1457          	1.483728e-07	2.840300e-07	3.669850e-07	4.308678e-07	2.404282e-09
1458          	1.475366e-07	2.827368e-07	3.663151e-07	4.282432e-07	2.389927e-09
1459          	1.466863e-07	2.811003e-07	3.648844e-07	4.256346e-07	2.375071e-09
1460          	1.458672e-07	2.797697e-07	3.643596e-07	4.230426e-07	2.360560e-09
1461          	1.450560e-07	2.783643e-07	3.621660e-07	4.204665e-07	2.346659e-09
1462          	1.442107e-07	2.768354e-07	3.612561e-07	4.179064e-07	2.332192e-09
1463          	1.434083e-07	2.754749e-07	3.602062e-07	4.153621e-07	2.318074e-09
1464          	1.426005e-07	2.740945e-07	3.587743e-07	4.128337e-07	2.304056e-09
1465          	1.417899e-07	2.727160e-07	3.574443e-07	4.103210e-07	2.290077e-09
1466          	1.409957e-07	2.713593e-07	3.560365e-07	4.078240e-07	2.276253e-09
1467          	1.401961e-07	2.700010e-07	3.547333e-07	4.053428e-07	2.262437e-09
1468          	1.394109e-07	2.686581e-07	3.534072e-07	4.028770e-07	2.248794e-09
1469          	1.386212e-07	2.673211e-07	3.520794e-07	4.004269e-07	2.235160e-09
1470          	1.378443e-07	2.659966e-07	3.506924e-07	3.979921e-07	2.221691e-09
1471          	1.370653e-07	2.646798e-07	3.492934e-07	3.955727e-07	2.208197e-09
1472          	1.362995e-07	2.633990e-07	3.479035e-07	3.931687e-07	2.194937e-09
1473          	1.355307e-07	2.621145e-07	3.464852e-07	3.907804e-07	2.181656e-09
1474          	1.347715e-07	2.608377e-07	3.451154e-07	3.884072e-07	2.168533e-09
1475          	1.340184e-07	2.595947e-07	3.437030e-07	3.860962e-07	2.155515e-09
1476          	1.332670e-07	2.583353e-07	3.421184e-07	3.838374e-07	2.142746e-09
1477          	1.325249e-07	2.571046e-07	3.402712e-07	3.816011e-07	2.130138e-09
1478          	1.317869e-07	2.558635e-07	3.386065e-07	3.793886e-07	2.117763e-09
1479          	1.310573e-07	2.546500e-07	3.372335e-07	3.772022e-07	2.105521e-09
1480          	1.303342e-07	2.534286e-07	3.362120e-07	3.750430e-07	2.093516e-09
1481          	1.296162e-07	2.522366e-07	3.356743e-07	3.729119e-07	2.081654e-09
1482          	1.289052e-07	2.510401e-07	3.354287e-07	3.708088e-07	2.070037e-09
1483          	1.281999e-07	2.498731e-07	3.354923e-07	3.687341e-07	2.058551e-09
1484          	1.275031e-07	2.487073e-07	3.358743e-07	3.666877e-07	2.047343e-09
1485          	1.268106e-07	2.475767e-07	3.365636e-07	3.646710e-07	2.036261e-09
1486          	1.261237e-07	2.464420e-07	3.376092e-07	3.626819e-07	2.025510e-09
1487          	1.254407e-07	2.453292e-07	3.402070e-07	3.607208e-07	2.014399e-09
1488          	1.247785e-07	2.444224e-07	3.405008e-07	3.587870e-07	2.004442e-09
1489          	1.240920e-07	2.432676e-07	3.441055e-07	3.568803e-07	1.993544e-09
1490          	1.234392e-07	2.422347e-07	3.464154e-07	3.550009e-07	1.983613e-09
1491          	1.227769e-07	2.411739e-07	3.486617e-07	3.531464e-07	1.973954e-09
1492          	1.221171e-07	2.401968e-07	3.515821e-07	3.513166e-07	1.963593e-09
1493          	1.214814e-07	2.391965e-07	3.536267e-07	3.495116e-07	1.953957e-09
1494          	1.208491e-07	2.383073e-07	3.574949e-07	3.477307e-07	1.944692e-09
1495          	1.202042e-07	2.372304e-07	3.617967e-07	3.459746e-07	1.935117e-09
1496          	1.196005e-07	2.363175e-07	3.654316e-07	3.442420e-07	1.925893e-09
1497          	1.189855e-07	2.353988e-07	3.689538e-07	3.425336e-07	1.916932e-09
1498          	1.183677e-07	2.344555e-07	3.725906e-07	3.408485e-07	1.908046e-09
1499          	1.177769e-07	2.335359e-07	3.762806e-07	3.391858e-07	1.899579e-09
1500          	1.171848e-07	2.327670e-07	3.807125e-07	3.375456e-07	1.890840e-09
1501          	1.165989e-07	2.317695e-07	3.838130e-07	3.359279e-07	1.882668e-09
1502          	1.160294e-07	2.308693e-07	3.894686e-07	3.343321e-07	1.874310e-09
1503          	1.154549e-07	2.299539e-07	3.928612e-07	3.327585e-07	1.866580e-09
1504          	1.148779e-07	2.289453e-07	3.980876e-07	3.312078e-07	1.858466e-09
1505          	1.143231e-07	2.280673e-07	4.024789e-07	3.296798e-07	1.851151e-09
1506          	1.137719e-07	2.271652e-07	4.085209e-07	3.281739e-07	1.843656e-09
1507          	1.132182e-07	2.261628e-07	4.130354e-07	3.266895e-07	1.835919e-09
1508          	1.126888e-07	2.253427e-07	4.177633e-07	3.252268e-07	1.828879e-09
1509          	1.121556e-07	2.244450e-07	4.229035e-07	3.237851e-07	1.821821e-09
1510          	1.116278e-07	2.235065e-07	4.280210e-07	3.223643e-07	1.814732e-09
1511          	1.111231e-07	2.227207e-07	4.332884e-07	3.209633e-07	1.808185e-09
1512          	1.105739e-07	2.216867e-07	4.389288e-07	3.195842e-07	1.801312e-09
1513          	1.100977e-07	2.209416e-07	4.444097e-07	3.182246e-07	1.795097e-09
1514          	1.095845e-07	2.201152e-07	4.508479e-07	3.168847e-07	1.788582e-09
1515          	1.090601e-07	2.191049e-07	4.574595e-07	3.155656e-07	1.782410e-09
1516          	1.085983e-07	2.183308e-07	4.631765e-07	3.142666e-07	1.775926e-09
1517          	1.081133e-07	2.176265e-07	4.691372e-07	3.129867e-07	1.770557e-09
1518          	1.075807e-07	2.165221e-07	4.752130e-07	3.117271e-07	1.764099e-09
1519          	1.071772e-07	2.158896e-07	4.811671e-07	3.104844e-07	1.759061e-09
1520          	1.066482e-07	2.147944e-07	4.863112e-07	3.092624e-07	1.752660e-09
1521          	1.062349e-07	2.141648e-07	4.932368e-07	3.080585e-07	1.747565e-09
1522          	1.057163e-07	2.131953e-07	5.000267e-07	3.068741e-07	1.741515e-09
1523          	1.053225e-07	2.126575e-07	5.065399e-07	3.057058e-07	1.738746e-09
1524          	1.048018e-07	2.114783e-07	5.133681e-07	3.045552e-07	1.731257e-09
1525          	1.044111e-07	2.109719e-07	5.188761e-07	3.034216e-07	1.727121e-09
1526          	1.039455e-07	2.099970e-07	5.262091e-07	3.023057e-07	1.721334e-09
1527          	1.035215e-07	2.092878e-07	5.331480e-07	3.012076e-07	1.716469e-09
1528          	1.030954e-07	2.085717e-07	5.400966e-07	3.001267e-07	1.711676e-09
1529          	1.026703e-07	2.078028e-07	5.468753e-07	2.990623e-07	1.707930e-09
1530          	1.022457e-07	2.069468e-07	5.534113e-07	2.980172e-07	1.702310e-09
1531          	1.018358e-07	2.063208e-07	5.607371e-07	2.969888e-07	1.699256e-09
1532          	1.014134e-07	2.055006e-07	5.675017e-07	2.959786e-07	1.694150e-09
1533          	1.010202e-07	2.048013e-07	5.780132e-07	2.949828e-07	1.689859e-09
1534          	1.006035e-07	2.040581e-07	5.858591e-07	2.940030e-07	1.685386e-09
1535          	1.002057e-07	2.033684e-07	5.927562e-07	2.930388e-07	1.681319e-09
1536          	9.981426e-08	2.027138e-07	5.997177e-07	2.920895e-07	1.677399e-09
1537          	9.942448e-08	2.020674e-07	6.069607e-07	2.911561e-07	1.673590e-09
1538          	9.903733e-08	2.014180e-07	6.145067e-07	2.902412e-07	1.669892e-09
1539          	9.865523e-08	2.007698e-07	6.222074e-07	2.893418e-07	1.666288e-09
1540          	9.827740e-08	2.001270e-07	6.300003e-07	2.884602e-07	1.664871e-09
1541          	9.788767e-08	1.993510e-07	6.384288e-07	2.875987e-07	1.659473e-09
1542          	9.754396e-08	1.988755e-07	6.468334e-07	2.867518e-07	1.656273e-09
1543          	9.717015e-08	1.983505e-07	6.547423e-07	2.859193e-07	1.653182e-09
1544          	9.680982e-08	1.977770e-07	6.627788e-07	2.850994e-07	1.650170e-09
1545          	9.645454e-08	1.972175e-07	6.707571e-07	2.842939e-07	1.648560e-09
1546          	9.609248e-08	1.964785e-07	6.794542e-07	2.834990e-07	1.644470e-09
1547          	9.576279e-08	1.962355e-07	6.877049e-07	2.827197e-07	1.643148e-09
1548          	9.540014e-08	1.955497e-07	6.958032e-07	2.819524e-07	1.639584e-09
1549          	9.506809e-08	1.950873e-07	7.050668e-07	2.811999e-07	1.637140e-09
1550          	9.473649e-08	1.946931e-07	7.137297e-07	2.804630e-07	1.634840e-09
1551          	9.440517e-08	1.942927e-07	7.222492e-07	2.797387e-07	1.632717e-09
1552          	9.407367e-08	1.938811e-07	7.308450e-07	2.790282e-07	1.630713e-09
1553          	9.375245e-08	1.934918e-07	7.395717e-07	2.783309e-07	1.628871e-09
1554          	9.343138e-08	1.931328e-07	7.484083e-07	2.776487e-07	1.627178e-09
1555          	9.312019e-08	1.928003e-07	7.573908e-07	2.769809e-07	1.625647e-09
1556          	9.281151e-08	1.925012e-07	7.664916e-07	2.763262e-07	1.624313e-09
1557          	9.250756e-08	1.922328e-07	7.757075e-07	2.756860e-07	1.623159e-09
1558          	9.220724e-08	1.919947e-07	7.850165e-07	2.750628e-07	1.622173e-09
1559          	9.191080e-08	1.917886e-07	7.944191e-07	2.744539e-07	1.621392e-09
1560          	9.161826e-08	1.916134e-07	8.039049e-07	2.738578e-07	1.620818e-09
1561          	9.133083e-08	1.914728e-07	8.134772e-07	2.732753e-07	1.620419e-09
1562          	9.104809e-08	1.913633e-07	8.231269e-07	2.727080e-07	1.620187e-09
1563          	9.076957e-08	1.912883e-07	8.328677e-07	2.721537e-07	1.620122e-09
1564          	9.049530e-08	1.912450e-07	8.427022e-07	2.716127e-07	1.620225e-09
1565          	9.022535e-08	1.912380e-07	8.526323e-07	2.710866e-07	1.620512e-09
1566          	8.995980e-08	1.912680e-07	8.626584e-07	2.705762e-07	1.621009e-09
1567          	8.969875e-08	1.913391e-07	8.727917e-07	2.700789e-07	1.622112e-09
1568          	8.942620e-08	1.914563e-07	8.831730e-07	2.695973e-07	1.622925e-09
1569          	8.918132e-08	1.916132e-07	8.935712e-07	2.691337e-07	1.624007e-09
1570          	8.894505e-08	1.918285e-07	9.040351e-07	2.686848e-07	1.625104e-09
1571          	8.870835e-08	1.920944e-07	9.146278e-07	2.682505e-07	1.626381e-09
1572          	8.847015e-08	1.923855e-07	9.253463e-07	2.678329e-07	1.627815e-09
1573          	8.823447e-08	1.927129e-07	9.362009e-07	2.674329e-07	1.629432e-09
1574          	8.800515e-08	1.930952e-07	9.471757e-07	2.670503e-07	1.631207e-09
1575          	8.778302e-08	1.935278e-07	9.582648e-07	2.666825e-07	1.633136e-09
1576          	8.756740e-08	1.940112e-07	9.694702e-07	2.663319e-07	1.635231e-09
1577          	8.735721e-08	1.945350e-07	9.807972e-07	2.659999e-07	1.637500e-09
1578          	8.715150e-08	1.951033e-07	9.922500e-07	2.656831e-07	1.640129e-09
1579          	8.689669e-08	1.955292e-07	1.004008e-06	2.653854e-07	1.642685e-09
1580          	8.676742e-08	1.964202e-07	1.015627e-06	2.651037e-07	1.645376e-09
1581          	8.654271e-08	1.970216e-07	1.027556e-06	2.648401e-07	1.648189e-09
1582          	8.638303e-08	1.978096e-07	1.039551e-06	2.645978e-07	1.651323e-09
1583          	8.624108e-08	1.988413e-07	1.051537e-06	2.643699e-07	1.654713e-09
1584          	8.596477e-08	1.994208e-07	1.063788e-06	2.641645e-07	1.657877e-09
1585          	8.588394e-08	2.004943e-07	1.076139e-06	2.639777e-07	1.661507e-09
1586          	8.566169e-08	2.013204e-07	1.088677e-06	2.638124e-07	1.664854e-09
1587          	8.557395e-08	2.025573e-07	1.101308e-06	2.636668e-07	1.668958e-09
1588          	8.533386e-08	2.034210e-07	1.114166e-06	2.635425e-07	1.672656e-09
1589          	8.527203e-08	2.047174e-07	1.127144e-06	2.629019e-07	1.676236e-09
1590          	8.503820e-08	2.056284e-07	1.136751e-06	2.597919e-07	1.675549e-09
1591          	8.484535e-08	2.062640e-07	1.126729e-06	2.577362e-07	1.672905e-09
1592          	8.459478e-08	2.065898e-07	1.106985e-06	2.555382e-07	1.668997e-09
1593          	8.431406e-08	2.067703e-07	1.082509e-06	2.531461e-07	1.664498e-09
1594          	8.399014e-08	2.067741e-07	1.055673e-06	2.507299e-07	1.659109e-09
1595          	8.363950e-08	2.066891e-07	1.029074e-06	2.483991e-07	1.652682e-09
1596          	8.338219e-08	2.070348e-07	1.002322e-06	2.461259e-07	1.646241e-09
1597          	8.287650e-08	2.068624e-07	9.761109e-07	2.439401e-07	1.638079e-09
1598          	8.265875e-08	2.074427e-07	9.505053e-07	2.418539e-07	1.630448e-09
1599          	8.219650e-08	2.076434e-07	9.277639e-07	2.398756e-07	1.630216e-09
1600          	8.196203e-08	2.088125e-07	9.055698e-07	2.380104e-07	1.613346e-09
1601          	8.149136e-08	2.094346e-07	8.869910e-07	2.362574e-07	1.612019e-09
1602          	8.125294e-08	2.110311e-07	8.661415e-07	2.346102e-07	1.599348e-09
1603          	8.080935e-08	2.120486e-07	8.491351e-07	2.330730e-07	1.586070e-09
1604          	8.052080e-08	2.136330e-07	8.343135e-07	2.316623e-07	1.576999e-09
1605          	8.009082e-08	2.152312e-07	8.262666e-07	2.304050e-07	1.568636e-09
1606          	7.976529e-08	2.171445e-07	8.125268e-07	2.292990e-07	1.559248e-09
1607          	7.943407e-08	2.187839e-07	8.020737e-07	2.283231e-07	1.552131e-09
