zone,x,skinfr,5percenterror
"theory 2, White 6-121",1.924,0.00261431,0.000130715
"theory 2, White 6-121",1.926,0.00261392,0.000130696
"theory 2, White 6-121",1.928,0.00261353,0.000130677
"theory 2, White 6-121",1.93,0.00261315,0.000130657
"theory 2, White 6-121",1.932,0.00261276,0.000130638
"theory 2, White 6-121",1.934,0.00261237,0.000130619
"theory 2, White 6-121",1.936,0.00261199,0.000130599
"theory 2, White 6-121",1.938,0.0026116,0.00013058
"theory 2, White 6-121",1.94,0.00261122,0.000130561
"theory 2, White 6-121",1.942,0.00261083,0.000130542
"theory 2, White 6-121",1.944,0.00261045,0.000130522
"theory 2, White 6-121",1.946,0.00261007,0.000130503
"theory 2, White 6-121",1.948,0.00260968,0.000130484
"theory 2, White 6-121",1.95,0.0026093,0.000130465
"theory 2, White 6-121",1.952,0.00260892,0.000130446
"theory 2, White 6-121",1.954,0.00260854,0.000130427
"theory 2, White 6-121",1.956,0.00260816,0.000130408
"theory 2, White 6-121",1.958,0.00260778,0.000130389
"theory 2, White 6-121",1.96,0.00260739,0.00013037
"theory 2, White 6-121",1.962,0.00260701,0.000130351
"theory 2, White 6-121",1.964,0.00260664,0.000130332
"theory 2, White 6-121",1.966,0.00260626,0.000130313
"theory 2, White 6-121",1.968,0.00260588,0.000130294
"theory 2, White 6-121",1.97,0.0026055,0.000130275
"theory 2, White 6-121",1.972,0.00260512,0.000130256
"theory 2, White 6-121",1.974,0.00260474,0.000130237
"theory 2, White 6-121",1.976,0.00260437,0.000130218
"theory 2, White 6-121",1.978,0.00260399,0.0001302
"theory 2, White 6-121",1.98,0.00260362,0.000130181
"theory 2, White 6-121",1.982,0.00260324,0.000130162
"theory 2, White 6-121",1.984,0.00260287,0.000130143
"theory 2, White 6-121",1.986,0.00260249,0.000130125
"theory 2, White 6-121",1.988,0.00260212,0.000130106
"theory 2, White 6-121",1.99,0.00260174,0.000130087
"theory 2, White 6-121",1.992,0.00260137,0.000130068
"theory 2, White 6-121",1.994,0.002601,0.00013005
"theory 2, White 6-121",1.996,0.00260062,0.000130031
"theory 2, White 6-121",1.998,0.00260025,0.000130013
"theory 2, White 6-121",2.0,0.00259988,0.000129994
"theory 3, White 6-134",0.002,0.0111191,0.000555953
"theory 3, White 6-134",0.004,0.00905127,0.000452563
"theory 3, White 6-134",0.006,0.00809851,0.000404926
"theory 3, White 6-134",0.008,0.00751091,0.000375545
"theory 3, White 6-134",0.01,0.00709807,0.000354904
"theory 3, White 6-134",0.012,0.00678551,0.000339276
"theory 3, White 6-134",0.014,0.00653708,0.000326854
"theory 3, White 6-134",0.016,0.00633274,0.000316637
"theory 3, White 6-134",0.018,0.00616035,0.000308017
"theory 3, White 6-134",0.02,0.00601203,0.000300602
"theory 3, White 6-134",0.022,0.00588243,0.000294122
"theory 3, White 6-134",0.024,0.00576774,0.000288387
"theory 3, White 6-134",0.026,0.00566517,0.000283259
"theory 3, White 6-134",0.028,0.00557263,0.000278631
"theory 3, White 6-134",0.03,0.0054885,0.000274425
"theory 3, White 6-134",0.032,0.00541151,0.000270575
"theory 3, White 6-134",0.034,0.00534066,0.000267033
"theory 3, White 6-134",0.036,0.00527512,0.000263756
"theory 3, White 6-134",0.038,0.00521423,0.000260712
"theory 3, White 6-134",0.04,0.00515744,0.000257872
"theory 3, White 6-134",0.042,0.00510427,0.000255214
"theory 3, White 6-134",0.044,0.00505434,0.000252717
"theory 3, White 6-134",0.046,0.00500731,0.000250366
"theory 3, White 6-134",0.048,0.0049629,0.000248145
"theory 3, White 6-134",0.05,0.00492085,0.000246042
"theory 3, White 6-134",0.052,0.00488095,0.000244048
"theory 3, White 6-134",0.054,0.00484302,0.000242151
"theory 3, White 6-134",0.056,0.00480688,0.000240344
"theory 3, White 6-134",0.058,0.00477239,0.000238619
"theory 3, White 6-134",0.06,0.00473942,0.000236971
"theory 3, White 6-134",0.062,0.00470786,0.000235393
"theory 3, White 6-134",0.064,0.0046776,0.00023388
"theory 3, White 6-134",0.066,0.00464854,0.000232427
"theory 3, White 6-134",0.068,0.00462062,0.000231031
"theory 3, White 6-134",0.07,0.00459374,0.000229687
"theory 3, White 6-134",0.072,0.00456784,0.000228392
"theory 3, White 6-134",0.074,0.00454287,0.000227143
"theory 3, White 6-134",0.076,0.00451875,0.000225938
"theory 3, White 6-134",0.078,0.00449545,0.000224772
"theory 3, White 6-134",0.08,0.00447291,0.000223645
"theory 3, White 6-134",0.082,0.00445109,0.000222554
"theory 3, White 6-134",0.084,0.00442994,0.000221497
"theory 3, White 6-134",0.086,0.00440944,0.000220472
"theory 3, White 6-134",0.088,0.00438955,0.000219478
"theory 3, White 6-134",0.09,0.00437024,0.000218512
"theory 3, White 6-134",0.092,0.00435147,0.000217574
"theory 3, White 6-134",0.094,0.00433323,0.000216661
"theory 3, White 6-134",0.096,0.00431548,0.000215774
"theory 3, White 6-134",0.098,0.0042982,0.00021491
"theory 3, White 6-134",0.1,0.00428137,0.000214068
"theory 3, White 6-134",0.102,0.00426496,0.000213248
"theory 3, White 6-134",0.104,0.00424897,0.000212449
"theory 3, White 6-134",0.106,0.00423337,0.000211669
"theory 3, White 6-134",0.108,0.00421815,0.000210907
"theory 3, White 6-134",0.11,0.00420328,0.000210164
"theory 3, White 6-134",0.112,0.00418876,0.000209438
"theory 3, White 6-134",0.114,0.00417457,0.000208729
"theory 3, White 6-134",0.116,0.0041607,0.000208035
"theory 3, White 6-134",0.118,0.00414713,0.000207356
"theory 3, White 6-134",0.12,0.00413385,0.000206693
"theory 3, White 6-134",0.122,0.00412086,0.000206043
"theory 3, White 6-134",0.124,0.00410813,0.000205407
"theory 3, White 6-134",0.126,0.00409567,0.000204783
"theory 3, White 6-134",0.128,0.00408346,0.000204173
"theory 3, White 6-134",0.13,0.00407149,0.000203574
"theory 3, White 6-134",0.132,0.00405975,0.000202988
"theory 3, White 6-134",0.134,0.00404824,0.000202412
"theory 3, White 6-134",0.136,0.00403695,0.000201848
"theory 3, White 6-134",0.138,0.00402587,0.000201294
"theory 3, White 6-134",0.14,0.004015,0.00020075
"theory 3, White 6-134",0.142,0.00400432,0.000200216
"theory 3, White 6-134",0.144,0.00399383,0.000199692
"theory 3, White 6-134",0.146,0.00398353,0.000199177
"theory 3, White 6-134",0.148,0.00397341,0.00019867
"theory 3, White 6-134",0.15,0.00396346,0.000198173
"theory 3, White 6-134",0.152,0.00395368,0.000197684
"theory 3, White 6-134",0.154,0.00394406,0.000197203
"theory 3, White 6-134",0.156,0.0039346,0.00019673
"theory 3, White 6-134",0.158,0.00392529,0.000196265
"theory 3, White 6-134",0.16,0.00391614,0.000195807
"theory 3, White 6-134",0.162,0.00390713,0.000195356
"theory 3, White 6-134",0.164,0.00389826,0.000194913
"theory 3, White 6-134",0.166,0.00388952,0.000194476
"theory 3, White 6-134",0.168,0.00388092,0.000194046
"theory 3, White 6-134",0.17,0.00387246,0.000193623
"theory 3, White 6-134",0.172,0.00386411,0.000193206
"theory 3, White 6-134",0.174,0.00385589,0.000192795
"theory 3, White 6-134",0.176,0.00384779,0.00019239
"theory 3, White 6-134",0.178,0.00383981,0.00019199
"theory 3, White 6-134",0.18,0.00383194,0.000191597
"theory 3, White 6-134",0.182,0.00382418,0.000191209
"theory 3, White 6-134",0.184,0.00381652,0.000190826
"theory 3, White 6-134",0.186,0.00380898,0.000190449
"theory 3, White 6-134",0.188,0.00380153,0.000190077
"theory 3, White 6-134",0.19,0.00379419,0.00018971
"theory 3, White 6-134",0.192,0.00378695,0.000189347
"theory 3, White 6-134",0.194,0.0037798,0.00018899
"theory 3, White 6-134",0.196,0.00377274,0.000188637
"theory 3, White 6-134",0.198,0.00376577,0.000188289
"theory 3, White 6-134",0.2,0.0037589,0.000187945
"theory 3, White 6-134",0.202,0.00375211,0.000187605
"theory 3, White 6-134",0.204,0.0037454,0.00018727
"theory 3, White 6-134",0.206,0.00373878,0.000186939
"theory 3, White 6-134",0.208,0.00373224,0.000186612
"theory 3, White 6-134",0.21,0.00372578,0.000186289
"theory 3, White 6-134",0.212,0.00371939,0.00018597
"theory 3, White 6-134",0.214,0.00371309,0.000185654
"theory 3, White 6-134",0.216,0.00370685,0.000185343
"theory 3, White 6-134",0.218,0.00370069,0.000185035
"theory 3, White 6-134",0.22,0.00369461,0.00018473
"theory 3, White 6-134",0.222,0.00368859,0.000184429
"theory 3, White 6-134",0.224,0.00368264,0.000184132
"theory 3, White 6-134",0.226,0.00367675,0.000183838
"theory 3, White 6-134",0.228,0.00367094,0.000183547
"theory 3, White 6-134",0.23,0.00366518,0.000183259
"theory 3, White 6-134",0.232,0.0036595,0.000182975
"theory 3, White 6-134",0.234,0.00365387,0.000182693
"theory 3, White 6-134",0.236,0.0036483,0.000182415
"theory 3, White 6-134",0.238,0.00364279,0.00018214
"theory 3, White 6-134",0.24,0.00363734,0.000181867
"theory 3, White 6-134",0.242,0.00363195,0.000181598
"theory 3, White 6-134",0.244,0.00362662,0.000181331
"theory 3, White 6-134",0.246,0.00362134,0.000181067
"theory 3, White 6-134",0.248,0.00361611,0.000180805
"theory 3, White 6-134",0.25,0.00361094,0.000180547
"theory 3, White 6-134",0.252,0.00360582,0.000180291
"theory 3, White 6-134",0.254,0.00360075,0.000180037
"theory 3, White 6-134",0.256,0.00359573,0.000179786
"theory 3, White 6-134",0.258,0.00359076,0.000179538
"theory 3, White 6-134",0.26,0.00358584,0.000179292
"theory 3, White 6-134",0.262,0.00358096,0.000179048
"theory 3, White 6-134",0.264,0.00357613,0.000178807
"theory 3, White 6-134",0.266,0.00357135,0.000178568
"theory 3, White 6-134",0.268,0.00356662,0.000178331
"theory 3, White 6-134",0.27,0.00356193,0.000178096
"theory 3, White 6-134",0.272,0.00355728,0.000177864
"theory 3, White 6-134",0.274,0.00355268,0.000177634
"theory 3, White 6-134",0.276,0.00354811,0.000177406
"theory 3, White 6-134",0.278,0.00354359,0.00017718
"theory 3, White 6-134",0.28,0.00353911,0.000176956
"theory 3, White 6-134",0.282,0.00353468,0.000176734
"theory 3, White 6-134",0.284,0.00353028,0.000176514
"theory 3, White 6-134",0.286,0.00352592,0.000176296
"theory 3, White 6-134",0.288,0.00352159,0.00017608
"theory 3, White 6-134",0.29,0.00351731,0.000175866
"theory 3, White 6-134",0.292,0.00351306,0.000175653
"theory 3, White 6-134",0.294,0.00350885,0.000175443
"theory 3, White 6-134",0.296,0.00350468,0.000175234
"theory 3, White 6-134",0.298,0.00350054,0.000175027
"theory 3, White 6-134",0.3,0.00349644,0.000174822
"theory 3, White 6-134",0.302,0.00349237,0.000174618
"theory 3, White 6-134",0.304,0.00348833,0.000174417
"theory 3, White 6-134",0.306,0.00348433,0.000174216
"theory 3, White 6-134",0.308,0.00348036,0.000174018
"theory 3, White 6-134",0.31,0.00347642,0.000173821
"theory 3, White 6-134",0.312,0.00347252,0.000173626
"theory 3, White 6-134",0.314,0.00346864,0.000173432
"theory 3, White 6-134",0.316,0.0034648,0.00017324
"theory 3, White 6-134",0.318,0.00346099,0.000173049
"theory 3, White 6-134",0.32,0.00345721,0.00017286
"theory 3, White 6-134",0.322,0.00345345,0.000172673
"theory 3, White 6-134",0.324,0.00344973,0.000172487
"theory 3, White 6-134",0.326,0.00344604,0.000172302
"theory 3, White 6-134",0.328,0.00344237,0.000172119
"theory 3, White 6-134",0.33,0.00343873,0.000171937
"theory 3, White 6-134",0.332,0.00343512,0.000171756
"theory 3, White 6-134",0.334,0.00343154,0.000171577
"theory 3, White 6-134",0.336,0.00342799,0.000171399
"theory 3, White 6-134",0.338,0.00342446,0.000171223
"theory 3, White 6-134",0.34,0.00342095,0.000171048
"theory 3, White 6-134",0.342,0.00341748,0.000170874
"theory 3, White 6-134",0.344,0.00341403,0.000170701
"theory 3, White 6-134",0.346,0.0034106,0.00017053
"theory 3, White 6-134",0.348,0.0034072,0.00017036
"theory 3, White 6-134",0.35,0.00340382,0.000170191
"theory 3, White 6-134",0.352,0.00340047,0.000170023
"theory 3, White 6-134",0.354,0.00339714,0.000169857
"theory 3, White 6-134",0.356,0.00339384,0.000169692
"theory 3, White 6-134",0.358,0.00339055,0.000169528
"theory 3, White 6-134",0.36,0.0033873,0.000169365
"theory 3, White 6-134",0.362,0.00338406,0.000169203
"theory 3, White 6-134",0.364,0.00338085,0.000169042
"theory 3, White 6-134",0.366,0.00337765,0.000168883
"theory 3, White 6-134",0.368,0.00337448,0.000168724
"theory 3, White 6-134",0.37,0.00337134,0.000168567
"theory 3, White 6-134",0.372,0.00336821,0.00016841
"theory 3, White 6-134",0.374,0.0033651,0.000168255
"theory 3, White 6-134",0.376,0.00336202,0.000168101
"theory 3, White 6-134",0.378,0.00335896,0.000167948
"theory 3, White 6-134",0.38,0.00335591,0.000167796
"theory 3, White 6-134",0.382,0.00335289,0.000167644
"theory 3, White 6-134",0.384,0.00334988,0.000167494
"theory 3, White 6-134",0.386,0.0033469,0.000167345
"theory 3, White 6-134",0.388,0.00334393,0.000167197
"theory 3, White 6-134",0.39,0.00334099,0.000167049
"theory 3, White 6-134",0.392,0.00333806,0.000166903
"theory 3, White 6-134",0.394,0.00333515,0.000166758
"theory 3, White 6-134",0.396,0.00333226,0.000166613
"theory 3, White 6-134",0.398,0.00332939,0.00016647
"theory 3, White 6-134",0.4,0.00332654,0.000166327
"theory 3, White 6-134",0.402,0.0033237,0.000166185
"theory 3, White 6-134",0.404,0.00332089,0.000166044
"theory 3, White 6-134",0.406,0.00331809,0.000165904
"theory 3, White 6-134",0.408,0.0033153,0.000165765
"theory 3, White 6-134",0.41,0.00331254,0.000165627
"theory 3, White 6-134",0.412,0.00330979,0.000165489
"theory 3, White 6-134",0.414,0.00330705,0.000165353
"theory 3, White 6-134",0.416,0.00330434,0.000165217
"theory 3, White 6-134",0.418,0.00330164,0.000165082
"theory 3, White 6-134",0.42,0.00329896,0.000164948
"theory 3, White 6-134",0.422,0.00329629,0.000164814
"theory 3, White 6-134",0.424,0.00329364,0.000164682
"theory 3, White 6-134",0.426,0.003291,0.00016455
"theory 3, White 6-134",0.428,0.00328838,0.000164419
"theory 3, White 6-134",0.43,0.00328578,0.000164289
"theory 3, White 6-134",0.432,0.00328319,0.000164159
"theory 3, White 6-134",0.434,0.00328061,0.000164031
"theory 3, White 6-134",0.436,0.00327805,0.000163903
"theory 3, White 6-134",0.438,0.00327551,0.000163775
"theory 3, White 6-134",0.44,0.00327298,0.000163649
"theory 3, White 6-134",0.442,0.00327046,0.000163523
"theory 3, White 6-134",0.444,0.00326796,0.000163398
"theory 3, White 6-134",0.446,0.00326547,0.000163273
"theory 3, White 6-134",0.448,0.00326299,0.00016315
"theory 3, White 6-134",0.45,0.00326053,0.000163027
"theory 3, White 6-134",0.452,0.00325809,0.000162904
"theory 3, White 6-134",0.454,0.00325565,0.000162783
"theory 3, White 6-134",0.456,0.00325323,0.000162662
"theory 3, White 6-134",0.458,0.00325083,0.000162541
"theory 3, White 6-134",0.46,0.00324844,0.000162422
"theory 3, White 6-134",0.462,0.00324605,0.000162303
"theory 3, White 6-134",0.464,0.00324369,0.000162184
"theory 3, White 6-134",0.466,0.00324133,0.000162067
"theory 3, White 6-134",0.468,0.00323899,0.00016195
"theory 3, White 6-134",0.47,0.00323666,0.000161833
"theory 3, White 6-134",0.472,0.00323434,0.000161717
"theory 3, White 6-134",0.474,0.00323204,0.000161602
"theory 3, White 6-134",0.476,0.00322975,0.000161487
"theory 3, White 6-134",0.478,0.00322747,0.000161373
"theory 3, White 6-134",0.48,0.0032252,0.00016126
"theory 3, White 6-134",0.482,0.00322294,0.000161147
"theory 3, White 6-134",0.484,0.0032207,0.000161035
"theory 3, White 6-134",0.486,0.00321846,0.000160923
"theory 3, White 6-134",0.488,0.00321624,0.000160812
"theory 3, White 6-134",0.49,0.00321403,0.000160701
"theory 3, White 6-134",0.492,0.00321183,0.000160591
"theory 3, White 6-134",0.494,0.00320964,0.000160482
"theory 3, White 6-134",0.496,0.00320746,0.000160373
"theory 3, White 6-134",0.498,0.0032053,0.000160265
"theory 3, White 6-134",0.5,0.00320314,0.000160157
"theory 3, White 6-134",0.502,0.003201,0.00016005
"theory 3, White 6-134",0.504,0.00319886,0.000159943
"theory 3, White 6-134",0.506,0.00319674,0.000159837
"theory 3, White 6-134",0.508,0.00319463,0.000159731
"theory 3, White 6-134",0.51,0.00319252,0.000159626
"theory 3, White 6-134",0.512,0.00319043,0.000159522
"theory 3, White 6-134",0.514,0.00318835,0.000159417
"theory 3, White 6-134",0.516,0.00318628,0.000159314
"theory 3, White 6-134",0.518,0.00318422,0.000159211
"theory 3, White 6-134",0.52,0.00318216,0.000159108
"theory 3, White 6-134",0.522,0.00318012,0.000159006
"theory 3, White 6-134",0.524,0.00317809,0.000158904
"theory 3, White 6-134",0.526,0.00317607,0.000158803
"theory 3, White 6-134",0.528,0.00317405,0.000158703
"theory 3, White 6-134",0.53,0.00317205,0.000158602
"theory 3, White 6-134",0.532,0.00317006,0.000158503
"theory 3, White 6-134",0.534,0.00316807,0.000158404
"theory 3, White 6-134",0.536,0.0031661,0.000158305
"theory 3, White 6-134",0.538,0.00316413,0.000158206
"theory 3, White 6-134",0.54,0.00316217,0.000158109
"theory 3, White 6-134",0.542,0.00316022,0.000158011
"theory 3, White 6-134",0.544,0.00315828,0.000157914
"theory 3, White 6-134",0.546,0.00315635,0.000157818
"theory 3, White 6-134",0.548,0.00315443,0.000157722
"theory 3, White 6-134",0.55,0.00315252,0.000157626
"theory 3, White 6-134",0.552,0.00315062,0.000157531
"theory 3, White 6-134",0.554,0.00314872,0.000157436
"theory 3, White 6-134",0.556,0.00314683,0.000157342
"theory 3, White 6-134",0.558,0.00314495,0.000157248
"theory 3, White 6-134",0.56,0.00314308,0.000157154
"theory 3, White 6-134",0.562,0.00314122,0.000157061
"theory 3, White 6-134",0.564,0.00313937,0.000156968
"theory 3, White 6-134",0.566,0.00313752,0.000156876
"theory 3, White 6-134",0.568,0.00313569,0.000156784
"theory 3, White 6-134",0.57,0.00313386,0.000156693
"theory 3, White 6-134",0.572,0.00313204,0.000156602
"theory 3, White 6-134",0.574,0.00313022,0.000156511
"theory 3, White 6-134",0.576,0.00312842,0.000156421
"theory 3, White 6-134",0.578,0.00312662,0.000156331
"theory 3, White 6-134",0.58,0.00312483,0.000156242
"theory 3, White 6-134",0.582,0.00312305,0.000156152
"theory 3, White 6-134",0.584,0.00312127,0.000156064
"theory 3, White 6-134",0.586,0.00311951,0.000155975
"theory 3, White 6-134",0.588,0.00311775,0.000155887
"theory 3, White 6-134",0.59,0.003116,0.0001558
"theory 3, White 6-134",0.592,0.00311425,0.000155713
"theory 3, White 6-134",0.594,0.00311251,0.000155626
"theory 3, White 6-134",0.596,0.00311078,0.000155539
"theory 3, White 6-134",0.598,0.00310906,0.000155453
"theory 3, White 6-134",0.6,0.00310735,0.000155367
"theory 3, White 6-134",0.602,0.00310564,0.000155282
"theory 3, White 6-134",0.604,0.00310394,0.000155197
"theory 3, White 6-134",0.606,0.00310224,0.000155112
"theory 3, White 6-134",0.608,0.00310055,0.000155028
"theory 3, White 6-134",0.61,0.00309887,0.000154944
"theory 3, White 6-134",0.612,0.0030972,0.00015486
"theory 3, White 6-134",0.614,0.00309553,0.000154777
"theory 3, White 6-134",0.616,0.00309387,0.000154694
"theory 3, White 6-134",0.618,0.00309222,0.000154611
"theory 3, White 6-134",0.62,0.00309057,0.000154529
"theory 3, White 6-134",0.622,0.00308893,0.000154447
"theory 3, White 6-134",0.624,0.0030873,0.000154365
"theory 3, White 6-134",0.626,0.00308567,0.000154284
"theory 3, White 6-134",0.628,0.00308405,0.000154203
"theory 3, White 6-134",0.63,0.00308244,0.000154122
"theory 3, White 6-134",0.632,0.00308083,0.000154042
"theory 3, White 6-134",0.634,0.00307923,0.000153961
"theory 3, White 6-134",0.636,0.00307763,0.000153882
"theory 3, White 6-134",0.638,0.00307605,0.000153802
"theory 3, White 6-134",0.64,0.00307446,0.000153723
"theory 3, White 6-134",0.642,0.00307289,0.000153644
"theory 3, White 6-134",0.644,0.00307132,0.000153566
"theory 3, White 6-134",0.646,0.00306975,0.000153488
"theory 3, White 6-134",0.648,0.00306819,0.00015341
"theory 3, White 6-134",0.65,0.00306664,0.000153332
"theory 3, White 6-134",0.652,0.0030651,0.000153255
"theory 3, White 6-134",0.654,0.00306355,0.000153178
"theory 3, White 6-134",0.656,0.00306202,0.000153101
"theory 3, White 6-134",0.658,0.00306049,0.000153025
"theory 3, White 6-134",0.66,0.00305897,0.000152948
"theory 3, White 6-134",0.662,0.00305745,0.000152873
"theory 3, White 6-134",0.664,0.00305594,0.000152797
"theory 3, White 6-134",0.666,0.00305443,0.000152722
"theory 3, White 6-134",0.668,0.00305293,0.000152647
"theory 3, White 6-134",0.67,0.00305144,0.000152572
"theory 3, White 6-134",0.672,0.00304995,0.000152497
"theory 3, White 6-134",0.674,0.00304847,0.000152423
"theory 3, White 6-134",0.676,0.00304699,0.000152349
"theory 3, White 6-134",0.678,0.00304552,0.000152276
"theory 3, White 6-134",0.68,0.00304405,0.000152202
"theory 3, White 6-134",0.682,0.00304259,0.000152129
"theory 3, White 6-134",0.684,0.00304113,0.000152056
"theory 3, White 6-134",0.686,0.00303968,0.000151984
"theory 3, White 6-134",0.688,0.00303823,0.000151912
"theory 3, White 6-134",0.69,0.00303679,0.00015184
"theory 3, White 6-134",0.692,0.00303536,0.000151768
"theory 3, White 6-134",0.694,0.00303392,0.000151696
"theory 3, White 6-134",0.696,0.0030325,0.000151625
"theory 3, White 6-134",0.698,0.00303108,0.000151554
"theory 3, White 6-134",0.7,0.00302966,0.000151483
"theory 3, White 6-134",0.702,0.00302825,0.000151413
"theory 3, White 6-134",0.704,0.00302685,0.000151342
"theory 3, White 6-134",0.706,0.00302545,0.000151272
"theory 3, White 6-134",0.708,0.00302405,0.000151203
"theory 3, White 6-134",0.71,0.00302266,0.000151133
"theory 3, White 6-134",0.712,0.00302128,0.000151064
"theory 3, White 6-134",0.714,0.0030199,0.000150995
"theory 3, White 6-134",0.716,0.00301852,0.000150926
"theory 3, White 6-134",0.718,0.00301715,0.000150857
"theory 3, White 6-134",0.72,0.00301578,0.000150789
"theory 3, White 6-134",0.722,0.00301442,0.000150721
"theory 3, White 6-134",0.724,0.00301306,0.000150653
"theory 3, White 6-134",0.726,0.00301171,0.000150586
"theory 3, White 6-134",0.728,0.00301036,0.000150518
"theory 3, White 6-134",0.73,0.00300902,0.000150451
"theory 3, White 6-134",0.732,0.00300768,0.000150384
"theory 3, White 6-134",0.734,0.00300635,0.000150317
"theory 3, White 6-134",0.736,0.00300502,0.000150251
"theory 3, White 6-134",0.738,0.00300369,0.000150185
"theory 3, White 6-134",0.74,0.00300237,0.000150119
"theory 3, White 6-134",0.742,0.00300106,0.000150053
"theory 3, White 6-134",0.744,0.00299975,0.000149987
"theory 3, White 6-134",0.746,0.00299844,0.000149922
"theory 3, White 6-134",0.748,0.00299714,0.000149857
"theory 3, White 6-134",0.75,0.00299584,0.000149792
"theory 3, White 6-134",0.752,0.00299454,0.000149727
"theory 3, White 6-134",0.754,0.00299325,0.000149663
"theory 3, White 6-134",0.756,0.00299197,0.000149598
"theory 3, White 6-134",0.758,0.00299069,0.000149534
"theory 3, White 6-134",0.76,0.00298941,0.00014947
"theory 3, White 6-134",0.762,0.00298813,0.000149407
"theory 3, White 6-134",0.764,0.00298687,0.000149343
"theory 3, White 6-134",0.766,0.0029856,0.00014928
"theory 3, White 6-134",0.768,0.00298434,0.000149217
"theory 3, White 6-134",0.77,0.00298308,0.000149154
"theory 3, White 6-134",0.772,0.00298183,0.000149092
"theory 3, White 6-134",0.774,0.00298058,0.000149029
"theory 3, White 6-134",0.776,0.00297934,0.000148967
"theory 3, White 6-134",0.778,0.0029781,0.000148905
"theory 3, White 6-134",0.78,0.00297686,0.000148843
"theory 3, White 6-134",0.782,0.00297563,0.000148781
"theory 3, White 6-134",0.784,0.0029744,0.00014872
"theory 3, White 6-134",0.786,0.00297317,0.000148659
"theory 3, White 6-134",0.788,0.00297195,0.000148598
"theory 3, White 6-134",0.79,0.00297073,0.000148537
"theory 3, White 6-134",0.792,0.00296952,0.000148476
"theory 3, White 6-134",0.794,0.00296831,0.000148416
"theory 3, White 6-134",0.796,0.0029671,0.000148355
"theory 3, White 6-134",0.798,0.0029659,0.000148295
"theory 3, White 6-134",0.8,0.0029647,0.000148235
"theory 3, White 6-134",0.802,0.00296351,0.000148175
"theory 3, White 6-134",0.804,0.00296232,0.000148116
"theory 3, White 6-134",0.806,0.00296113,0.000148057
"theory 3, White 6-134",0.808,0.00295995,0.000147997
"theory 3, White 6-134",0.81,0.00295877,0.000147938
"theory 3, White 6-134",0.812,0.00295759,0.00014788
"theory 3, White 6-134",0.814,0.00295642,0.000147821
"theory 3, White 6-134",0.816,0.00295525,0.000147762
"theory 3, White 6-134",0.818,0.00295408,0.000147704
"theory 3, White 6-134",0.82,0.00295292,0.000147646
"theory 3, White 6-134",0.822,0.00295176,0.000147588
"theory 3, White 6-134",0.824,0.00295061,0.00014753
"theory 3, White 6-134",0.826,0.00294946,0.000147473
"theory 3, White 6-134",0.828,0.00294831,0.000147415
"theory 3, White 6-134",0.83,0.00294716,0.000147358
"theory 3, White 6-134",0.832,0.00294602,0.000147301
"theory 3, White 6-134",0.834,0.00294488,0.000147244
"theory 3, White 6-134",0.836,0.00294375,0.000147187
"theory 3, White 6-134",0.838,0.00294262,0.000147131
"theory 3, White 6-134",0.84,0.00294149,0.000147074
"theory 3, White 6-134",0.842,0.00294036,0.000147018
"theory 3, White 6-134",0.844,0.00293924,0.000146962
"theory 3, White 6-134",0.846,0.00293813,0.000146906
"theory 3, White 6-134",0.848,0.00293701,0.000146851
"theory 3, White 6-134",0.85,0.0029359,0.000146795
"theory 3, White 6-134",0.852,0.00293479,0.00014674
"theory 3, White 6-134",0.854,0.00293369,0.000146684
"theory 3, White 6-134",0.856,0.00293258,0.000146629
"theory 3, White 6-134",0.858,0.00293149,0.000146574
"theory 3, White 6-134",0.86,0.00293039,0.00014652
"theory 3, White 6-134",0.862,0.0029293,0.000146465
"theory 3, White 6-134",0.864,0.00292821,0.00014641
"theory 3, White 6-134",0.866,0.00292712,0.000146356
"theory 3, White 6-134",0.868,0.00292604,0.000146302
"theory 3, White 6-134",0.87,0.00292496,0.000146248
"theory 3, White 6-134",0.872,0.00292388,0.000146194
"theory 3, White 6-134",0.874,0.00292281,0.000146141
"theory 3, White 6-134",0.876,0.00292174,0.000146087
"theory 3, White 6-134",0.878,0.00292067,0.000146034
"theory 3, White 6-134",0.88,0.00291961,0.00014598
"theory 3, White 6-134",0.882,0.00291855,0.000145927
"theory 3, White 6-134",0.884,0.00291749,0.000145874
"theory 3, White 6-134",0.886,0.00291643,0.000145822
"theory 3, White 6-134",0.888,0.00291538,0.000145769
"theory 3, White 6-134",0.89,0.00291433,0.000145716
"theory 3, White 6-134",0.892,0.00291328,0.000145664
"theory 3, White 6-134",0.894,0.00291224,0.000145612
"theory 3, White 6-134",0.896,0.0029112,0.00014556
"theory 3, White 6-134",0.898,0.00291016,0.000145508
"theory 3, White 6-134",0.9,0.00290912,0.000145456
"theory 3, White 6-134",0.902,0.00290809,0.000145405
"theory 3, White 6-134",0.904,0.00290706,0.000145353
"theory 3, White 6-134",0.906,0.00290604,0.000145302
"theory 3, White 6-134",0.908,0.00290501,0.000145251
"theory 3, White 6-134",0.91,0.00290399,0.0001452
"theory 3, White 6-134",0.912,0.00290297,0.000145149
"theory 3, White 6-134",0.914,0.00290196,0.000145098
"theory 3, White 6-134",0.916,0.00290094,0.000145047
"theory 3, White 6-134",0.918,0.00289993,0.000144997
"theory 3, White 6-134",0.92,0.00289893,0.000144946
