X,Y,Z,Cf,Cfx,Cfy,Cfz,Ds,Theta,Pixels/in
-1.8473,1.9614,4.76438,0.00957,0.0085,0.003,0.0032,42.56,51.76,163.1
-1.8471,-1.4242,5.05588,0.00955,0.0083,-0.0025,0.004,41.58,48.55,162.47
-1.8415,3.1075,3.91265,0.01103,0.0102,0.0028,0.0032,46.21,58.8,146.55
-1.8233,1.7147,4.92223,0.00948,0.0084,0.0024,0.0036,42.13,50.14,164.22
-1.8223,0.496,5.36748,0.00789,0.0067,0.0007,0.004,34.4,41.38,170.35
-1.8211,7.9468,0.12733,0.00459,0.0045,0.001,0.0,15.31,42.21,148.62
-1.8183,-1.8948,4.8207,0.00997,0.0089,-0.003,0.0034,36.82,49.64,157.02
-1.7819,6.5966,0.80995,0.00718,0.007,0.0015,0.0003,29.87,56.21,147.86
-1.7546,-0.2717,5.44011,0.00813,0.0069,-0.0008,0.0042,36.58,40.98,175.63
-1.7265,-4.3478,2.8095,0.01287,0.0123,-0.0023,0.0029,39.47,61.72,121.12
-1.6991,1.151,5.25898,0.00863,0.0076,0.002,0.0036,33.98,45.26,172.28
-1.6969,3.4932,3.63296,0.01152,0.0108,0.0036,0.0014,49.98,60.1,150.51
-1.6803,0.6097,5.43344,0.00902,0.0078,0.0012,0.0044,40.62,40.98,176.33
-1.6767,6.8808,0.64096,0.00611,0.006,0.0013,0.0002,22.48,55.04,151.39
-1.6706,-5.1348,2.06711,0.01012,0.0099,-0.0013,0.0016,37.33,62.37,126.5
-1.6653,7.9661,0.13259,0.00495,0.0049,0.0009,0.0001,19.06,41.1,150.18
-1.6584,3.7749,3.38574,0.00978,0.0093,0.0016,0.0025,45.97,62.42,161.15
-1.6526,6.1253,1.19028,0.00666,0.0064,0.0019,-0.0002,28.99,60.65,150.98
-1.6486,-5.5449,1.69024,0.01038,0.0102,-0.0015,0.0013,32.44,60.77,123.88
-1.616,-4.1191,3.07451,0.01236,0.0118,-0.0022,0.0028,45.52,61.45,127.03
-1.5989,4.0665,3.13234,0.00982,0.0094,0.002,0.002,45.54,63.15,158.37
-1.5937,-1.7724,5.01655,0.01002,0.0091,-0.0025,0.0034,38.12,46.9,164.41
-1.591,1.0592,5.35332,0.0091,0.0081,0.0016,0.0038,42.49,41.83,181.88
-1.5783,7.4834,0.32338,0.00589,0.0058,0.0012,0.0001,23.49,48.4,148.96
-1.5745,-5.4057,1.83731,0.01036,0.0102,-0.0017,0.0011,32.65,61.61,124.22
-1.5586,-14.1619,0.0764,0.0145,0.0143,-0.0024,0.0,12.3,19.58,86.38
-1.555,13.2052,0.1108,0.0168,0.0163,0.0042,0.0001,11.95,36.71,67.37
-1.5453,-13.5483,0.0754,0.0145,0.0144,-0.002,0.0001,12.27,18.96,85.99
-1.5345,1.4615,5.21217,0.00923,0.0084,0.0021,0.0032,43.75,45.54,180.7
-1.5286,-12.4887,0.0736,0.0126,0.0126,-0.0001,0.0,10.49,17.95,85.07
-1.5218,-13.9112,0.0761,0.0137,0.0136,-0.0012,0.0,11.59,19.36,86.06
-1.5171,5.1609,2.0846,0.00923,0.009,0.0018,0.0007,41.42,62.9,153.0
-1.5006,-1.6525,5.13182,0.00988,0.009,-0.0023,0.0033,38.06,43.98,169.55
-1.4923,2.8671,4.28064,0.00906,0.0086,0.0019,0.002,38.17,56.95,171.47
-1.4791,-0.2633,5.59651,0.00822,0.0073,-0.0004,0.0038,32.93,36.1,184.68
-1.4773,4.9769,2.27409,0.00914,0.009,0.0012,0.0013,42.31,63.03,157.67
-1.4758,3.8843,3.35769,0.01027,0.0098,0.0016,0.0024,46.33,61.24,155.39
-1.4582,13.6347,0.1116,0.0156,0.0149,0.0049,0.0001,11.08,37.16,66.91
-1.4532,-13.2496,0.0751,0.0135,0.0132,0.0026,0.0,11.23,18.8,84.91
-1.4175,8.606,0.01381,0.00391,0.0039,0.0005,0.0,14.63,33.89,151.89
-1.4166,1.6029,5.19923,0.00926,0.0085,0.0024,0.0029,38.16,45.78,179.78
-1.3988,-2.6201,4.52372,0.0112,0.0107,-0.0023,0.0025,41.18,52.35,154.02
-1.3836,-4.4653,2.81071,0.01153,0.0113,-0.0014,0.0019,44.99,61.93,134.21
-1.3685,-7.5643,0.30972,0.00585,0.0057,-0.0011,0.0001,22.15,47.96,142.08
-1.3638,11.1148,0.1079,0.0133,0.0133,0.0006,0.0,9.76,23.86,80.87
-1.3638,-11.1148,0.1079,0.0133,0.0133,-0.0006,0.0,9.76,23.86,80.87
-1.3416,10.8523,0.107,0.0132,0.013,0.0022,0.0001,9.67,23.5,80.9
-1.3416,-10.8523,0.107,0.0132,0.013,-0.0022,0.0001,9.67,23.5,80.9
-1.3344,-3.8458,3.44533,0.01226,0.012,-0.0018,0.0019,50.54,61.97,141.38
-1.332,10.4732,0.1057,0.0136,0.0134,0.0021,0.0001,9.97,22.98,81.05
-1.332,-10.4732,0.1057,0.0136,0.0134,-0.0021,0.0001,9.97,22.98,81.05
-1.3189,-1.3836,5.35334,0.00943,0.0087,-0.0021,0.003,44.18,40.17,184.22
-1.302,0.5971,5.63056,0.00885,0.0081,0.001,0.0034,36.13,33.27,190.89
-1.295,1.0162,5.51569,0.00982,0.009,0.0016,0.0036,46.79,36.88,190.1
-1.2773,2.2824,4.8321,0.00923,0.0088,0.0018,0.002,46.88,51.63,186.4
-1.276,-2.5299,4.64392,0.01062,0.0102,-0.0017,0.0026,46.7,52.21,160.77
-1.2475,4.0607,3.25635,0.01006,0.0099,0.0015,0.0014,48.81,61.39,167.0
-1.2469,8.1615,0.09933,0.00474,0.0047,0.0007,0.0,18.01,36.46,151.82
-1.2031,6.3084,1.13229,0.00676,0.0067,0.001,0.0005,26.96,60.87,158.25
-1.2003,-6.6883,0.84558,0.0074,0.0073,-0.0009,0.0005,28.24,55.45,136.82
-1.1917,-0.7166,5.65187,0.00881,0.0082,-0.0007,0.0032,36.21,31.52,193.64
-1.1685,-5.8215,1.55267,0.01005,0.0099,-0.0008,0.0014,39.59,62.8,134.44
-1.1627,7.0748,0.59133,0.00553,0.0054,0.001,-0.0002,24.16,55.08,157.01
-1.1512,-8.5949,0.01882,0.00448,0.0045,-0.0005,0.0,14.36,32.01,150.19
-1.1258,-0.0632,5.76859,0.00904,0.0084,-0.0003,0.0033,43.75,27.21,202.58
-1.1247,-1.0896,5.55999,0.00922,0.0087,-0.0008,0.0031,44.1,37.34,190.37
-1.1222,3.977,3.3754,0.00865,0.0085,0.0009,0.0014,39.34,62.62,178.54
-1.122,6.8524,0.7389,0.0066,0.0065,0.0012,-0.0003,28.68,56.22,154.43
-1.1215,8.0352,0.14032,0.00462,0.0046,0.0007,-0.0001,18.2,42.04,153.08
-1.113,-1.1647,5.53492,0.00921,0.0087,-0.0009,0.003,44.15,35.87,192.82
-1.104,-3.8948,3.46334,0.012,0.0118,-0.0011,0.0021,49.82,60.26,144.27
-1.1038,12.6567,0.112,0.0171,0.0168,0.0031,0.0001,12.26,36.27,68.13
-1.0967,8.6136,0.01744,0.00407,0.0041,0.0002,0.0,12.99,33.87,148.61
-1.0945,-8.3497,0.05977,0.00499,0.005,-0.0002,0.0001,16.17,36.09,149.05
-1.0875,-7.8447,0.20771,0.00539,0.0053,-0.001,-0.0002,17.56,44.14,143.49
-1.0788,1.435,5.42711,0.00869,0.0083,0.0011,0.0025,44.65,41.58,200.56
-1.0775,-7.9918,0.15614,0.00508,0.005,-0.0007,0.0,16.4,40.12,145.54
-1.0557,-2.232,4.94854,0.01029,0.0099,-0.0015,0.0023,47.66,47.15,174.8
-1.047,6.6943,0.85655,0.00684,0.0067,0.0012,-0.0002,29.77,55.87,155.08
-1.0265,-11.0662,0.0721,0.0133,0.0131,-0.002,0.0001,10.93,17.65,84.06
-1.0125,-8.2496,0.08426,0.00475,0.0047,-0.0005,0.0,17.82,36.12,150.81
-1.0066,-3.6006,3.78054,0.01153,0.0113,-0.001,0.002,49.63,58.29,151.43
-0.9978,-10.5122,0.0711,0.0142,0.0142,0.0001,0.0,11.59,17.39,83.37
-0.9886,1.0116,5.63928,0.00893,0.0085,0.001,0.0026,45.14,33.34,205.93
-0.9423,-1.2108,5.57815,0.00932,0.0089,-0.0015,0.0023,38.85,35.11,193.14
-0.9327,-6.1726,1.28037,0.00866,0.0086,-0.0006,0.0003,36.36,61.98,143.94
-0.9274,-1.7678,5.29885,0.01042,0.0101,-0.0009,0.0025,51.53,42.28,191.58
-0.9248,-7.5571,0.33979,0.00585,0.0058,-0.0009,-0.0002,22.51,47.79,144.78
-0.9222,5.7462,1.66363,0.0074,0.0074,0.0008,0.0001,35.63,62.83,164.81
-0.9048,8.4389,0.04555,0.0044,0.0044,0.0002,0.0,16.79,37.0,152.12
-0.8995,-1.7669,5.30745,0.00971,0.0094,-0.0009,0.0022,47.23,42.03,188.73
-0.8987,-6.9258,0.70632,0.0068,0.0067,-0.0009,-0.0001,27.03,55.83,142.02
-0.8822,-0.6936,5.77097,0.00904,0.0086,0.0001,0.0028,44.19,27.91,203.58
-0.8793,6.5475,0.98129,0.00654,0.0065,0.0009,-0.0002,25.45,59.29,156.11
-0.8774,0.8076,5.74225,0.00886,0.0085,0.0012,0.0022,38.43,28.59,207.1
-0.8568,-0.889,5.72454,0.00938,0.009,-0.0006,0.0025,45.91,26.74,205.27
-0.846,0.2336,5.85861,0.00891,0.0085,0.0009,0.0025,44.13,22.29,211.1
-0.8332,-8.1893,0.10328,0.00469,0.0047,-0.0007,-0.0001,17.95,40.79,149.89
-0.8311,-0.6066,5.80717,0.00886,0.0085,-0.0006,0.0025,43.86,26.07,208.22
-0.8186,-8.4149,0.05188,0.00416,0.0042,-0.0003,0.0,15.77,36.46,151.97
-0.7983,0.5001,5.838,0.00946,0.0091,0.0003,0.0025,47.02,22.12,211.39
-0.7944,1.7637,5.33844,0.00888,0.0086,0.0008,0.0019,47.32,42.15,207.29
-0.7899,4.1429,3.29194,0.00904,0.0089,0.0004,0.0017,40.68,62.85,176.46
-0.787,-8.78,0.00717,0.0042,0.0042,0.0001,0.0,15.31,28.41,151.53
-0.7798,2.2666,5.00708,0.00925,0.0091,0.001,0.0014,49.48,47.4,200.91
-0.7757,-2.0497,5.1622,0.01026,0.01,-0.0015,0.0018,49.48,43.65,185.86
-0.7646,1.8586,5.2894,0.00852,0.0083,0.0008,0.0018,39.69,45.45,203.21
-0.7644,8.7913,0.00696,0.00383,0.0038,0.0001,0.0,11.95,28.73,148.9
-0.7506,-1.3467,5.57474,0.00994,0.0097,-0.0011,0.0019,49.53,37.17,198.53
-0.72,-6.5013,1.03073,0.00802,0.008,-0.0003,0.0004,33.59,58.78,146.48
-0.7104,0.9394,5.74829,0.00895,0.0087,0.0007,0.0019,46.08,28.39,214.61
-0.6953,3.3255,4.12226,0.00837,0.0083,0.0008,0.0011,39.65,58.7,190.56
-0.6939,-5.8982,1.54716,0.00812,0.0081,-0.0001,0.0006,34.19,61.33,145.43
-0.6803,-5.7928,1.64586,0.00844,0.0084,-0.0005,0.0004,35.12,61.1,143.91
-0.6743,-3.3178,4.13424,0.01101,0.0108,-0.0001,0.0024,52.55,58.12,167.54
-0.6653,4.5119,2.93195,0.00829,0.0082,0.0012,-0.0002,37.4,63.72,176.05
-0.657,5.437,1.98809,0.00817,0.0082,0.0004,0.0004,40.43,63.02,168.61
-0.6516,0.2542,5.91026,0.00976,0.0095,0.0007,0.002,42.08,16.91,214.15
-0.6429,0.9164,5.77169,0.00939,0.0092,0.0,0.0021,47.89,26.78,213.28
-0.6241,-0.2482,5.91672,0.00988,0.0097,-0.0001,0.002,49.36,16.69,215.94
-0.6205,-3.4282,4.0413,0.01121,0.011,-0.0003,0.0021,53.91,58.38,168.58
-0.5781,1.6267,5.47031,0.00933,0.0092,0.0005,0.0013,49.4,36.67,211.45
-0.5552,0.0885,5.9409,0.00867,0.0085,0.0004,0.0018,37.38,15.84,214.8
-0.5538,-7.526,0.37215,0.00587,0.0058,-0.0006,-0.0001,19.46,47.33,143.31
-0.5494,-6.3855,1.1363,0.00748,0.0075,-0.0003,0.0003,26.39,58.75,141.92
-0.5486,-4.7653,2.68177,0.00991,0.0099,-0.0002,0.0008,43.97,62.08,152.52
-0.544,-6.5135,1.03395,0.00747,0.0075,-0.0005,0.0001,25.84,57.06,140.68
-0.5436,-1.7884,5.3802,0.0093,0.0092,-0.0003,0.0014,47.15,39.5,200.2
-0.4975,-0.3935,5.92514,0.00896,0.0088,-0.0003,0.0015,45.28,15.11,219.92
-0.4815,8.6402,0.02078,0.0043,0.0043,0.0005,0.0,16.06,32.7,152.19
-0.4794,4.094,3.38677,0.00883,0.0088,0.0004,0.0005,47.33,61.0,184.85
-0.4597,0.5806,5.90021,0.00874,0.0087,0.0002,0.0012,43.63,4.65,220.75
-0.4512,0.3742,5.93575,0.009,0.0089,-0.0001,0.0015,45.61,15.54,219.59
-0.4396,-8.8298,0.00619,0.00409,0.0041,0.0001,0.0,14.93,28.46,151.66
-0.4334,-4.4398,3.03229,0.00954,0.0095,-0.0002,0.0007,43.93,61.27,159.01
-0.4288,-5.2153,2.23125,0.00903,0.009,0.0003,0.001,43.92,64.08,164.58
-0.4222,-7.8777,0.21911,0.00526,0.0053,-0.0003,0.0,17.43,44.05,146.09
-0.4151,2.5636,4.84732,0.00886,0.0088,0.0007,0.0003,49.32,49.93,205.86
-0.3883,0.2761,5.95767,0.00874,0.0087,0.0,0.0011,44.12,10.47,221.13
-0.3879,2.1428,5.17291,0.00894,0.0088,0.0002,0.0013,48.55,45.87,206.49
-0.3602,2.4252,4.96368,0.00878,0.0088,0.0006,0.0003,41.15,49.41,200.12
-0.3351,-12.7808,0.0771,0.016,0.0158,-0.002,0.0,13.34,20.11,84.74
-0.3253,-7.1596,0.58821,0.00655,0.0066,-0.0002,0.0002,27.09,54.78,148.34
-0.3067,-5.5175,1.93977,0.00878,0.0087,0.0005,0.0011,40.49,63.12,156.96
-0.2691,-4.2017,3.29433,0.00934,0.0093,0.0001,0.0009,44.57,60.61,165.5
-0.2562,13.8069,0.1163,0.0147,0.0141,0.0043,0.0001,10.36,37.93,66.2
-0.2475,-0.2446,5.9762,0.0059,0.0059,0.0003,0.0006,30.1,9.02,224.4
-0.2423,-8.3583,0.07371,0.00467,0.0047,-0.0002,0.0,17.58,37.46,149.82
-0.2215,-6.2701,1.25249,0.00789,0.0079,0.0001,0.0004,28.31,58.45,144.7
-0.1878,-0.5559,5.93549,0.00872,0.0087,-0.0002,0.0005,44.58,16.22,221.29
-0.1721,-5.7822,1.6937,0.00849,0.0084,0.0004,0.0008,38.65,62.42,155.65
-0.1547,7.1937,0.57315,0.00567,0.0057,0.0002,0.0001,20.28,55.19,147.04
-0.1463,0.7482,5.89432,0.0082,0.0082,-0.0001,0.0006,36.62,22.69,217.97
-0.1377,0.4827,5.95335,0.00849,0.0085,0.0,0.0005,37.57,16.63,220.01
-0.1336,0.3868,5.96787,0.00818,0.0082,0.0004,0.0002,35.93,11.55,220.79
-0.1161,3.2291,4.28183,0.00829,0.0083,0.0002,0.0003,43.78,56.81,187.57
-0.0994,6.4464,1.11187,0.00698,0.007,0.0001,0.0002,31.51,59.6,157.02
-0.0912,0.7156,5.90473,0.00796,0.008,0.0,0.0002,41.04,17.25,223.12
-0.085,0.6364,5.92342,0.0081,0.0081,0.0002,0.0001,41.63,14.95,223.11
-0.0681,8.355,0.07621,0.00401,0.004,0.0002,0.0,15.16,37.69,150.56
-0.0414,-7.4096,0.45085,0.0058,0.0058,-0.0001,0.0001,20.02,50.6,146.28
-0.0405,-7.008,0.69562,0.0066,0.0066,0.0002,0.0003,27.71,54.43,151.0
-0.038,-6.0775,1.42933,0.00771,0.0077,0.0005,0.0008,35.13,61.6,156.63
-0.0303,2.2566,5.11485,0.00865,0.0086,-0.0004,0.0006,46.57,46.72,203.06
-0.0161,0.1997,5.99262,0.00742,0.0074,0.0,0.0002,37.96,5.45,226.13
0.0036,-8.7246,0.01387,0.00392,0.0039,0.0003,0.0,12.63,32.07,151.58
0.0248,4.4923,3.00695,0.00857,0.0086,-0.0001,-0.0003,42.32,61.88,169.36
0.0388,6.0658,1.43973,0.00707,0.0071,0.0002,-0.0005,31.95,60.59,156.33
0.0519,4.6393,2.85215,0.00809,0.0081,0.0001,-0.0005,39.8,62.23,168.43
0.0556,-2.8399,4.63994,0.0037,0.0037,0.0003,0.0001,20.06,51.88,198.89
0.073,-5.8983,1.5906,0.00748,0.0075,0.0001,-0.0002,29.15,60.83,154.71
0.0844,1.0279,5.8063,0.00742,0.0074,-0.0001,-0.0002,38.76,25.77,219.33
0.0852,-6.4426,1.11561,0.00688,0.0069,0.0001,-0.0002,31.33,60.41,157.53
0.0926,7.9825,0.18604,0.00493,0.0049,0.0001,-0.0001,16.49,46.11,145.31
0.0931,-0.1829,5.9924,0.00738,0.0074,0.0003,-0.0002,37.58,4.51,224.6
0.0951,-3.224,4.28795,0.00822,0.0082,0.0005,0.0,45.05,56.26,194.82
0.1142,-6.071,1.43175,0.00711,0.0071,0.0008,0.0004,28.13,59.82,157.99
0.1168,7.7319,0.28684,0.00518,0.0052,0.0003,-0.0003,17.64,49.61,145.14
0.1524,-4.1879,3.31738,0.00821,0.0082,0.0008,0.0003,44.13,62.18,184.12
0.1541,-2.6376,4.80734,0.00758,0.0076,0.0003,-0.0003,34.89,49.01,196.82
0.1548,-4.2191,3.28466,0.00773,0.0076,0.0011,0.0006,40.93,62.19,181.26
0.1562,5.8826,1.60114,0.00747,0.0075,-0.0003,-0.0001,27.03,63.0,141.73
0.1617,7.3208,0.49741,0.00582,0.0058,-0.0001,-0.0001,19.83,52.37,142.65
0.1715,-2.8476,4.62653,0.00771,0.0077,0.0008,0.0002,43.08,53.85,201.67
0.176,6.0392,1.4568,0.00691,0.0069,-0.0001,-0.0002,24.8,61.93,141.59
0.1821,-2.3219,5.05778,0.00729,0.0072,0.0008,0.0002,40.23,46.29,209.48
0.188,-2.4616,4.94869,0.00731,0.0073,0.0004,-0.0002,39.47,46.8,204.2
0.1899,6.3551,1.18313,0.00719,0.0072,-0.0001,-0.0002,29.99,60.59,144.77
0.1925,7.6557,0.32105,0.0055,0.0055,0.0,-0.0002,18.62,49.46,144.38
0.1943,-2.8413,4.63057,0.00768,0.0076,0.0008,0.0001,43.09,53.72,202.55
0.2001,-7.1369,0.60741,0.00585,0.0059,0.0002,-0.0001,24.84,53.35,154.1
0.2192,3.3849,4.12549,0.00744,0.0074,-0.0004,-0.0001,36.46,58.43,172.26
0.2456,8.1273,0.13562,0.00444,0.0044,0.0002,-0.0001,17.03,42.1,149.29
0.2521,-7.2386,0.54217,0.00581,0.0058,0.0002,-0.0001,20.96,53.26,150.37
0.2667,-8.1437,0.1297,0.00493,0.0049,-0.0001,-0.0001,19.13,41.85,150.64
0.2759,-7.1245,0.61241,0.0061,0.0061,0.0002,-0.0001,22.05,53.03,150.67
0.2819,-0.2716,5.97024,0.00622,0.0062,-0.0001,-0.0006,27.17,8.35,220.55
0.2939,4.7889,2.68056,0.00807,0.0081,-0.0005,-0.0001,37.86,62.52,160.3
0.2993,-2.5396,4.8776,0.00672,0.0067,0.0008,0.0001,37.31,50.92,203.95
0.3188,2.5336,4.88081,0.0078,0.0078,-0.0009,0.0,40.17,49.66,190.89
0.3248,2.9929,4.48506,0.00704,0.0069,-0.0011,0.0004,35.47,54.32,181.21
0.3273,6.4171,1.12467,0.00703,0.007,-0.0003,-0.0002,30.09,59.51,148.94
0.3414,6.966,0.71214,0.00635,0.0064,-0.0002,-0.0002,26.57,56.31,148.61
0.3645,-0.355,5.95189,0.0062,0.0061,-0.0004,-0.001,27.11,13.48,219.05
0.3709,0.3708,5.94863,0.00573,0.0057,-0.0005,-0.0008,29.14,15.73,221.14
0.3755,-1.6647,5.48052,0.00638,0.0063,0.0009,-0.0004,34.44,35.6,217.48
0.3845,3.7109,3.78839,0.00773,0.0077,-0.0008,0.0001,37.72,58.72,170.68
0.434,-2.1787,5.14049,0.00637,0.0063,0.001,-0.0004,34.25,45.27,204.69
0.4437,-1.9307,5.30892,0.00563,0.0056,0.0008,-0.0004,30.67,39.66,214.78
0.444,-8.8878,0.0039,0.00384,0.0038,0.0002,0.0,14.03,28.56,151.71
0.4547,1.4043,5.60924,0.00484,0.0048,-0.0008,-0.0003,24.49,31.59,207.49
0.4586,-1.5116,5.55227,0.00556,0.0055,0.0006,-0.0005,29.88,35.17,216.93
0.4614,1.6018,5.50308,0.00649,0.0064,-0.001,-0.0004,32.94,36.05,203.34
0.4744,-0.0354,5.9578,0.00523,0.0052,0.0,-0.0008,26.38,9.73,221.97
0.4877,-2.2415,5.08545,0.00586,0.0058,0.0009,-0.0004,31.76,47.93,202.9
0.4965,5.9661,1.50202,0.00717,0.0072,-0.0003,-0.0003,29.93,63.12,142.56
0.5557,-2.1387,5.14725,0.00517,0.0051,0.0007,-0.0004,28.38,43.46,211.8
0.5567,-8.8111,0.00669,0.00394,0.0039,0.0002,0.0,14.38,28.38,151.65
0.5611,-5.6622,1.77927,0.00625,0.0062,0.0007,0.0001,30.37,61.85,167.36
0.5754,-3.0449,4.40755,0.00534,0.0053,0.0004,-0.0007,24.87,53.64,193.48
0.5853,3.2292,4.23712,0.00601,0.0059,-0.0008,-0.0005,28.79,56.35,170.0
0.5906,-1.822,5.35113,0.00557,0.0055,0.0009,-0.0005,29.58,41.27,206.73
0.5979,3.9133,3.5596,0.0064,0.0064,-0.0006,-0.0002,30.44,59.88,165.33
0.6017,-7.2728,0.5077,0.00457,0.0046,0.0004,0.0,19.55,51.95,156.37
0.6045,-7.4439,0.41037,0.00486,0.0048,0.0006,0.0001,20.65,51.02,156.42
0.6054,-3.1708,4.2872,0.00556,0.0055,0.0005,-0.0007,25.9,54.05,193.08
0.6183,-14.6892,0.0829,0.0147,0.0146,-0.0018,0.0,12.42,23.04,84.83
0.6254,-3.4925,3.97799,0.00569,0.0056,0.0008,-0.0004,31.22,57.6,194.08
0.627,-3.1363,4.31413,0.00499,0.0049,0.0005,-0.0006,27.55,54.32,199.05
0.6397,-14.4075,0.0826,0.0146,0.0145,-0.0012,0.0,12.24,22.81,84.42
0.6418,-13.0122,0.0805,0.0136,0.0136,0.0006,0.0001,11.23,21.61,83.26
0.6443,-8.4379,0.0502,0.00409,0.0041,0.0003,0.0,15.62,37.64,151.88
0.6452,1.0746,5.71724,0.00442,0.0043,-0.0003,-0.001,19.05,32.55,202.0
0.6614,-13.7451,0.0816,0.0124,0.0124,-0.0003,0.0,10.35,22.26,83.85
0.6654,1.7699,5.36785,0.00528,0.0052,-0.0008,-0.0008,26.32,39.83,195.73
0.6693,-13.3951,0.0811,0.0152,0.0151,0.001,0.0001,12.53,21.95,83.29
0.6871,1.8441,5.31833,0.0051,0.005,-0.0009,-0.0007,25.2,40.13,193.82
0.7379,-1.68,5.40125,0.00409,0.004,0.0007,-0.0007,21.71,39.18,210.1
0.7643,-1.357,5.56606,0.00433,0.0042,0.0008,-0.0007,22.32,36.6,206.04
0.7643,-0.1928,5.88623,0.00326,0.0031,0.0,-0.0009,13.93,20.33,210.12
0.7689,7.0158,0.65671,0.0056,0.0056,-0.0002,-0.0002,22.11,54.84,142.05
0.7765,-5.5437,1.87191,0.00701,0.0069,0.0011,0.0003,33.32,63.11,161.8
0.7892,3.3823,4.04699,0.00518,0.0051,-0.0004,-0.0008,24.02,56.95,163.97
0.7964,-6.8409,0.77261,0.00589,0.0058,0.0009,0.0002,25.76,56.89,154.74
0.83,0.9626,5.70896,0.00348,0.0033,-0.0002,-0.001,17.23,30.57,203.93
0.8307,4.1544,3.27075,0.00609,0.006,-0.0004,-0.001,26.84,61.09,151.81
0.8351,-0.9299,5.71841,0.00387,0.0037,0.0004,-0.0011,18.29,5.68,208.07
0.8421,6.6721,0.88964,0.0063,0.0062,-0.0009,0.0001,25.74,58.18,143.53
0.8536,-1.9121,5.22965,0.00393,0.0038,0.0009,-0.0005,20.19,44.62,196.11
0.8558,3.4645,3.9513,0.00493,0.0049,-0.0006,-0.0007,22.53,58.19,160.46
0.8583,-0.5357,5.81406,0.00289,0.0027,-0.0001,-0.0009,14.5,25.31,212.06
0.8592,-1.0223,5.67876,0.00333,0.0032,0.0005,-0.0008,16.81,31.83,206.59
0.8619,-0.9973,5.68656,0.00312,0.003,0.0002,-0.0009,15.84,30.55,209.77
0.8699,5.2805,2.11919,0.00714,0.0071,-0.0008,-0.0001,24.42,64.09,133.21
0.8703,6.8494,0.76122,0.00581,0.0058,-0.0005,-0.0001,23.58,56.06,144.43
0.8731,-1.5046,5.46323,0.0035,0.0034,0.0005,-0.0008,17.83,37.19,202.74
0.8731,0.8139,5.74188,0.00315,0.003,-0.0002,-0.0008,15.53,26.2,206.42
0.8894,-0.1123,5.85267,0.00246,0.0024,0.0,-0.0008,12.17,21.16,211.45
0.8946,5.8259,1.59313,0.00678,0.0067,-0.0011,0.0002,26.66,62.93,134.37
0.9081,8.5945,0.02226,0.00386,0.0038,-0.0005,0.0,14.22,32.61,150.2
0.9153,-3.5285,3.87425,0.00493,0.0049,0.0006,-0.0007,25.42,59.51,179.51
0.916,-0.4885,5.80396,0.00259,0.0025,0.0,-0.0008,12.73,26.13,206.11
0.9167,-3.8571,3.55053,0.00563,0.0055,0.0007,-0.0007,28.58,60.89,175.18
0.9168,-1.4301,5.4853,0.0029,0.0028,0.0006,-0.0006,14.83,35.6,206.02
0.9352,-5.9069,1.51427,0.00523,0.0051,0.001,0.0003,24.28,62.73,158.44
0.9493,1.1139,5.61602,0.00252,0.0024,-0.0003,-0.0007,12.24,33.01,198.57
0.9498,5.5301,1.86473,0.00709,0.007,-0.0012,0.0003,23.43,63.56,129.01
0.9571,1.0412,5.63963,0.00223,0.0021,-0.0005,-0.0005,10.91,32.82,199.44
0.9706,4.2891,3.10038,0.00608,0.006,-0.0004,-0.0011,20.84,63.12,134.28
0.9713,4.4361,2.95088,0.00621,0.0061,-0.0005,-0.001,21.0,63.52,132.04
0.989,-2.6263,4.67069,0.00325,0.0031,0.0006,-0.0006,16.45,53.31,183.48
0.9952,0.6651,5.74034,0.00206,0.002,-0.0002,-0.0006,10.05,27.62,204.12
0.9988,2.2086,4.98405,0.0029,0.0028,-0.0006,-0.0005,13.58,47.07,176.41
1.0118,-6.1909,1.25691,0.00609,0.006,0.001,0.0002,27.47,60.07,156.37
1.0127,-1.7366,5.2906,0.00244,0.0023,0.0004,-0.0006,12.61,42.69,200.73
1.0224,1.5203,5.40381,0.00236,0.0022,-0.0004,-0.0006,11.23,41.33,186.09
1.0227,7.9285,0.17813,0.00453,0.0045,-0.0005,0.0,17.53,44.98,147.42
1.0392,5.8992,1.5093,0.00608,0.006,-0.0009,-0.0001,24.66,61.81,139.06
1.0424,7.4793,0.37175,0.00533,0.0053,-0.0008,0.0001,17.2,49.25,137.82
1.0538,-0.0006,5.79841,0.00182,0.0017,-0.0002,-0.0007,8.85,25.9,203.75
1.0615,-9.3041,0.0749,0.0136,0.0135,0.0016,0.0,10.07,22.68,82.08
1.0753,8.5552,0.02552,0.00353,0.0035,-0.0004,0.0,11.09,33.68,146.44
1.108,4.39,2.96269,0.00515,0.005,-0.0003,-0.0011,21.84,61.91,145.47
1.1098,-8.5756,0.02145,0.00381,0.0038,0.0006,0.0,12.35,31.89,152.42
1.1314,-9.5419,0.0757,0.0147,0.0146,0.0012,0.0,10.86,23.05,81.82
1.1901,-9.8816,0.0767,0.0134,0.0133,0.0016,0.0,9.92,23.51,81.9
1.1957,6.84,0.74093,0.00567,0.0056,-0.0007,0.0,21.68,57.29,135.5
1.201,7.2754,0.47004,0.00538,0.0053,-0.0008,0.0001,20.9,51.25,142.45
1.2028,6.4955,0.98728,0.00616,0.0061,-0.0006,-0.0006,19.66,59.16,127.76
